0.09,25
0.099,1
0.1,9.793333333
0.5,9.793333333
1,9.793333333
1.5,9.793333333
2,9.793333333
2.5,9.793333333
3,9.793333333
3.5,9.793333333
4,9.793333333
4.5,9.793333333
5,9.793333333
5.5,9.793333333
6,9.793333333
6.5,9.793333333
7,9.793333333
7.5,9.793333333
8,9.793333333
8.5,9.793333333
9,9.793333333
9.5,9.793333333
10,9.793333333
10.5,9.793333333
11,9.793333333
11.5,9.793333333
12,9.793333333
12.5,9.793333333
13,9.793333333
13.5,9.793333333
14,9.793333333
14.5,9.793333333
15,9.793333333
15.5,9.793333333
16,9.793333333
16.5,9.793333333
17,9.793333333
17.5,9.793333333
18,9.793333333
18.5,9.793333333
19,9.793333333
19.5,9.793333333
20,9.793333333
